repo,source_file,package_name,current_version,vulnerability_id,severity,fix_version,message,cwe,cvss_score
n8n-mcp,n8n-mcp-grype.json,expr-eval,2.0.2,GHSA-8gw3-rxh4-v6jx,low,N/A,expr-eval vulnerable to Prototype Pollution,N/A,0
n8n-mcp,n8n-mcp-grype.json,showdown,2.1.0,GHSA-rmmh-p597-ppvv,low,N/A,Showdown vulnerable to Regular Expression Denial of Service (ReDoS) in link/anchor parsing,N/A,0
n8n-mcp,n8n-mcp-grype.json,@xmldom/xmldom,0.8.11,GHSA-wh4c-j3r5-mjhp,low,N/A,xmldom: XML injection via unsafe CDATA serialization allows attacker-controlled markup insertion,N/A,0
n8n-mcp,n8n-mcp-grype.json,handlebars,4.7.8,GHSA-9cx6-37pm-9jff,low,N/A,Handlebars.js has Denial of Service via Malformed Decorator Syntax in Template Compilation,N/A,0
n8n-mcp,n8n-mcp-grype.json,node-forge,1.3.1,GHSA-554w-wpv2-vw27,low,N/A,node-forge has ASN.1 Unbounded Recursion,N/A,0
n8n-mcp,n8n-mcp-grype.json,@langchain/community,0.0.57,GHSA-6m59-8fmv-m5f9,low,N/A,@langchain/community SQL Injection vulnerability,N/A,0
n8n-mcp,n8n-mcp-grype.json,qs,6.11.2,GHSA-6rw7-vpxm-498p,low,N/A,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,N/A,0
n8n-mcp,n8n-mcp-grype.json,qs,6.14.0,GHSA-6rw7-vpxm-498p,low,N/A,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,N/A,0
n8n-mcp,n8n-mcp-grype.json,node-forge,1.3.1,GHSA-65ch-62r8-g69g,low,N/A,node-forge is vulnerable to ASN.1 OID Integer Truncation,N/A,0
n8n-mcp,n8n-mcp-grype.json,node-forge,1.3.1,GHSA-ppp5-5v6c-4jwp,low,N/A,Forge has signature forgery in RSA-PKCS due to ASN.1 extra field,N/A,0
n8n-mcp,n8n-mcp-grype.json,path-to-regexp,8.3.0,GHSA-27v5-c462-wpq7,low,N/A,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple wildcards,N/A,0
n8n-mcp,n8n-mcp-grype.json,node-forge,1.3.1,GHSA-q67f-28xg-22rw,low,N/A,Forge has signature forgery in Ed25519 due to missing S > L check,N/A,0
n8n-mcp,n8n-mcp-grype.json,picomatch,2.3.1,GHSA-3v7f-55p6-f55p,low,N/A,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,N/A,0
n8n-mcp,n8n-mcp-grype.json,yaml,2.8.1,GHSA-48c2-rrv3-qjmp,low,N/A,yaml is vulnerable to Stack Overflow via deeply nested YAML collections,N/A,0
n8n-mcp,n8n-mcp-grype.json,langsmith,0.1.68,GHSA-fw9q-39r9-c252,low,N/A,LangSmith Client SDKs has Prototype Pollution in langsmith-sdk via Incomplete `__proto__` Guard in Internal lodash `set()`,N/A,0
n8n-mcp,n8n-mcp-grype.json,langsmith,0.3.87,GHSA-fw9q-39r9-c252,low,N/A,LangSmith Client SDKs has Prototype Pollution in langsmith-sdk via Incomplete `__proto__` Guard in Internal lodash `set()`,N/A,0
n8n-mcp,n8n-mcp-grype.json,langsmith,0.5.15,GHSA-fw9q-39r9-c252,low,N/A,LangSmith Client SDKs has Prototype Pollution in langsmith-sdk via Incomplete `__proto__` Guard in Internal lodash `set()`,N/A,0
n8n-mcp,n8n-mcp-grype.json,handlebars,4.7.8,GHSA-3mfm-83xf-c92r,low,N/A,Handlebars.js has JavaScript Injection via AST Type Confusion by tampering @partial-block,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,4.4.1,GHSA-jmr7-xgp7-cmfj,low,N/A,fast-xml-parser affected by DoS through entity expansion in DOCTYPE (no expansion limit),N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.2.5,GHSA-jmr7-xgp7-cmfj,low,N/A,fast-xml-parser affected by DoS through entity expansion in DOCTYPE (no expansion limit),N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.3.2,GHSA-jmr7-xgp7-cmfj,low,N/A,fast-xml-parser affected by DoS through entity expansion in DOCTYPE (no expansion limit),N/A,0
n8n-mcp,n8n-mcp-grype.json,handlebars,4.7.8,GHSA-2qvq-rjwj-gvw9,low,N/A,Handlebars.js has Prototype Pollution Leading to XSS through Partial Template Injection,N/A,0
n8n-mcp,n8n-mcp-grype.json,minimatch,3.1.2,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
n8n-mcp,n8n-mcp-grype.json,minimatch,9.0.5,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
n8n-mcp,n8n-mcp-grype.json,minimatch,3.1.2,GHSA-7r86-cg39-jmmj,low,N/A,minimatch has ReDoS: matchOne() combinatorial backtracking via multiple non-adjacent GLOBSTAR segments,N/A,0
n8n-mcp,n8n-mcp-grype.json,minimatch,9.0.5,GHSA-7r86-cg39-jmmj,low,N/A,minimatch has ReDoS: matchOne() combinatorial backtracking via multiple non-adjacent GLOBSTAR segments,N/A,0
n8n-mcp,n8n-mcp-grype.json,express-rate-limit,8.2.1,GHSA-46wh-pxpv-q5gq,low,N/A,express-rate-limit: IPv4-mapped IPv6 addresses bypass per-client rate limiting on servers with dual-stack network,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,4.4.1,GHSA-8gc5-j5rx-235r,low,N/A,fast-xml-parser affected by numeric entity expansion bypassing all entity expansion limits (incomplete fix for CVE-2026-26278),N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.2.5,GHSA-8gc5-j5rx-235r,low,N/A,fast-xml-parser affected by numeric entity expansion bypassing all entity expansion limits (incomplete fix for CVE-2026-26278),N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.3.2,GHSA-8gc5-j5rx-235r,low,N/A,fast-xml-parser affected by numeric entity expansion bypassing all entity expansion limits (incomplete fix for CVE-2026-26278),N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.3.6,GHSA-8gc5-j5rx-235r,low,N/A,fast-xml-parser affected by numeric entity expansion bypassing all entity expansion limits (incomplete fix for CVE-2026-26278),N/A,0
n8n-mcp,n8n-mcp-grype.json,@langchain/community,0.0.57,GHSA-mphv-75cg-56wg,low,N/A,LangChain Community: redirect chaining can lead to SSRF bypass via RecursiveUrlLoader,N/A,0
n8n-mcp,n8n-mcp-grype.json,@langchain/community,1.1.14,GHSA-mphv-75cg-56wg,low,N/A,LangChain Community: redirect chaining can lead to SSRF bypass via RecursiveUrlLoader,N/A,0
n8n-mcp,n8n-mcp-grype.json,minimatch,3.1.2,GHSA-23c5-xmqv-rm74,low,N/A,minimatch ReDoS: nested *() extglobs generate catastrophically backtracking regular expressions,N/A,0
n8n-mcp,n8n-mcp-grype.json,minimatch,9.0.5,GHSA-23c5-xmqv-rm74,low,N/A,minimatch ReDoS: nested *() extglobs generate catastrophically backtracking regular expressions,N/A,0
n8n-mcp,n8n-mcp-grype.json,langsmith,0.1.68,GHSA-rr7j-v2q5-chgv,low,N/A,LangSmith SDK: Streaming token events bypass output redaction,N/A,0
n8n-mcp,n8n-mcp-grype.json,langsmith,0.3.87,GHSA-rr7j-v2q5-chgv,low,N/A,LangSmith SDK: Streaming token events bypass output redaction,N/A,0
n8n-mcp,n8n-mcp-grype.json,langsmith,0.5.15,GHSA-rr7j-v2q5-chgv,low,N/A,LangSmith SDK: Streaming token events bypass output redaction,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,4.4.1,GHSA-jp2q-39xq-3w4g,low,N/A,Entity Expansion Limits Bypassed When Set to Zero Due to JavaScript Falsy Evaluation in fast-xml-parser,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.2.5,GHSA-jp2q-39xq-3w4g,low,N/A,Entity Expansion Limits Bypassed When Set to Zero Due to JavaScript Falsy Evaluation in fast-xml-parser,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.3.2,GHSA-jp2q-39xq-3w4g,low,N/A,Entity Expansion Limits Bypassed When Set to Zero Due to JavaScript Falsy Evaluation in fast-xml-parser,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.3.6,GHSA-jp2q-39xq-3w4g,low,N/A,Entity Expansion Limits Bypassed When Set to Zero Due to JavaScript Falsy Evaluation in fast-xml-parser,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,4.4.1,GHSA-m7jm-9gc2-mpf2,low,N/A,fast-xml-parser has an entity encoding bypass via regex injection in DOCTYPE entity names,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.2.5,GHSA-m7jm-9gc2-mpf2,low,N/A,fast-xml-parser has an entity encoding bypass via regex injection in DOCTYPE entity names,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.3.2,GHSA-m7jm-9gc2-mpf2,low,N/A,fast-xml-parser has an entity encoding bypass via regex injection in DOCTYPE entity names,N/A,0
n8n-mcp,n8n-mcp-grype.json,handlebars,4.7.8,GHSA-xhpv-hc6g-r9c6,low,N/A,Handlebars.js has JavaScript Injection via AST Type Confusion when passing an object as dynamic partial,N/A,0
n8n-mcp,n8n-mcp-grype.json,node-forge,1.3.1,GHSA-2328-f5f3-gj25,low,N/A,Forge has a basicConstraints bypass in its certificate chain verification (RFC 5280 violation),N/A,0
n8n-mcp,n8n-mcp-grype.json,tar,6.2.1,GHSA-34x7-hfp2-rc4v,low,N/A,node-tar Vulnerable to Arbitrary File Creation/Overwrite via Hardlink Path Traversal,N/A,0
n8n-mcp,n8n-mcp-grype.json,postcss,8.5.6,GHSA-qx2v-qp2m-jg93,low,N/A,PostCSS has XSS via Unescaped </style> in its CSS Stringify Output,N/A,0
n8n-mcp,n8n-mcp-grype.json,qs,6.11.2,GHSA-w7fw-mjwx-w883,low,N/A,qs's arrayLimit bypass in comma parsing allows denial of service,N/A,0
n8n-mcp,n8n-mcp-grype.json,qs,6.14.0,GHSA-w7fw-mjwx-w883,low,N/A,qs's arrayLimit bypass in comma parsing allows denial of service,N/A,0
n8n-mcp,n8n-mcp-grype.json,qs,6.14.1,GHSA-w7fw-mjwx-w883,low,N/A,qs's arrayLimit bypass in comma parsing allows denial of service,N/A,0
n8n-mcp,n8n-mcp-grype.json,underscore,1.13.7,GHSA-qpx9-hpmf-5gmw,low,N/A,"Underscore has unlimited recursion in _.flatten and _.isEqual, potential for DoS attack",N/A,0
n8n-mcp,n8n-mcp-grype.json,file-type,16.5.4,GHSA-5v7r-6r5c-r473,low,N/A,file-type affected by infinite loop in ASF parser on malformed input with zero-size sub-header,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,4.4.1,GHSA-fj3w-jwp8-x2g3,low,N/A,fast-xml-parser has stack overflow in XMLBuilder with preserveOrder,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.2.5,GHSA-fj3w-jwp8-x2g3,low,N/A,fast-xml-parser has stack overflow in XMLBuilder with preserveOrder,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.3.2,GHSA-fj3w-jwp8-x2g3,low,N/A,fast-xml-parser has stack overflow in XMLBuilder with preserveOrder,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.3.6,GHSA-fj3w-jwp8-x2g3,low,N/A,fast-xml-parser has stack overflow in XMLBuilder with preserveOrder,N/A,0
n8n-mcp,n8n-mcp-grype.json,undici,6.21.3,GHSA-vrm6-8vpv-qv8q,low,N/A,Undici has Unbounded Memory Consumption in WebSocket permessage-deflate Decompression,N/A,0
n8n-mcp,n8n-mcp-grype.json,picomatch,2.3.1,GHSA-c2c7-rcm5-vvqj,low,N/A,Picomatch has a ReDoS vulnerability via extglob quantifiers,N/A,0
n8n-mcp,n8n-mcp-grype.json,brace-expansion,1.1.12,GHSA-f886-m6hf-6m8v,low,N/A,brace-expansion: Zero-step sequence causes process hang and memory exhaustion,N/A,0
n8n-mcp,n8n-mcp-grype.json,brace-expansion,2.0.2,GHSA-f886-m6hf-6m8v,low,N/A,brace-expansion: Zero-step sequence causes process hang and memory exhaustion,N/A,0
n8n-mcp,n8n-mcp-grype.json,hono,4.12.9,GHSA-r5rp-j6wh-rvv4,low,N/A,Hono: Non-breaking space prefix bypass in cookie name handling in getCookie(),N/A,0
n8n-mcp,n8n-mcp-grype.json,@hono/node-server,1.19.9,GHSA-wc8c-qw6v-h7f6,low,N/A,@hono/node-server has authorization bypass for protected static paths via encoded slashes in Serve Static Middleware,N/A,0
n8n-mcp,n8n-mcp-grype.json,undici,6.21.3,GHSA-g9mf-h72j-4rw9,low,N/A,Undici has an unbounded decompression chain in HTTP responses on Node.js Fetch API via Content-Encoding leads to resource exhaustion,N/A,0
n8n-mcp,n8n-mcp-grype.json,undici,6.21.3,GHSA-2mjp-6q6p-2qxm,low,N/A,Undici has an HTTP Request/Response Smuggling issue,N/A,0
n8n-mcp,n8n-mcp-grype.json,hono,4.12.9,GHSA-wmmm-f939-6g9c,low,N/A,Hono: Middleware bypass via repeated slashes in serveStatic,N/A,0
n8n-mcp,n8n-mcp-grype.json,@hono/node-server,1.19.9,GHSA-92pp-h63x-v22m,low,N/A,@hono/node-server: Middleware bypass via repeated slashes in serveStatic,N/A,0
n8n-mcp,n8n-mcp-grype.json,hono,4.12.9,GHSA-xf4j-xp2r-rqqx,low,N/A,Hono: Path traversal in toSSG() allows writing files outside the output directory,N/A,0
n8n-mcp,n8n-mcp-grype.json,ajv,7.2.4,GHSA-2g4f-4pwh-qvx6,low,N/A,ajv has ReDoS when using `$data` option,N/A,0
n8n-mcp,n8n-mcp-grype.json,langsmith,0.3.87,GHSA-v34v-rq6j-cj6p,low,N/A,LangSmith Client SDK Affected by Server-Side Request Forgery via Tracing Header Injection,N/A,0
n8n-mcp,n8n-mcp-grype.json,handlebars,4.7.8,GHSA-xjpj-3mr7-gcpf,low,N/A,Handlebars.js has JavaScript Injection in CLI Precompiler via Unescaped Names and Options,N/A,0
n8n-mcp,n8n-mcp-grype.json,tar,6.2.1,GHSA-r6q2-hw4h-h46w,low,N/A,Race Condition in node-tar Path Reservations via Unicode Ligature Collisions on macOS APFS,N/A,0
n8n-mcp,n8n-mcp-grype.json,hono,4.12.9,GHSA-xpcf-pg52-r92g,low,N/A,Hono has incorrect IP matching in ipRestriction() for IPv4-mapped IPv6 addresses,N/A,0
n8n-mcp,n8n-mcp-grype.json,tar,6.2.1,GHSA-9ppj-qmqm-q256,low,N/A,node-tar Symlink Path Traversal via Drive-Relative Linkpath,N/A,0
n8n-mcp,n8n-mcp-grype.json,tar,6.2.1,GHSA-qffp-2rhf-9h96,low,N/A,tar has Hardlink Path Traversal via Drive-Relative Linkpath,N/A,0
n8n-mcp,n8n-mcp-grype.json,@langchain/community,0.0.57,GHSA-gf3v-fwqg-4vh7,low,N/A,@langchain/community affected by SSRF Bypass in RecursiveUrlLoader via insufficient URL origin validation,N/A,0
n8n-mcp,n8n-mcp-grype.json,tar,6.2.1,GHSA-83g3-92jg-28cx,low,N/A,Arbitrary File Read/Write via Hardlink Target Escape Through Symlink Chain in node-tar Extraction,N/A,0
n8n-mcp,n8n-mcp-grype.json,tar,6.2.1,GHSA-8qq5-rm4j-mr97,low,N/A,node-tar is Vulnerable to Arbitrary File Overwrite and Symlink Poisoning via Insufficient Path Sanitization,N/A,0
n8n-mcp,n8n-mcp-grype.json,undici,6.21.3,GHSA-4992-7rv2-5pvq,low,N/A,Undici has CRLF Injection in undici via `upgrade` option,N/A,0
n8n-mcp,n8n-mcp-grype.json,@tootallnate/once,1.1.2,GHSA-vpq2-c234-7xj6,low,N/A,@tootallnate/once vulnerable to Incorrect Control Flow Scoping,N/A,0
n8n-mcp,n8n-mcp-grype.json,@tootallnate/once,2.0.0,GHSA-vpq2-c234-7xj6,low,N/A,@tootallnate/once vulnerable to Incorrect Control Flow Scoping,N/A,0
n8n-mcp,n8n-mcp-grype.json,@xmldom/xmldom,0.8.11,GHSA-2v35-w6hq-6mfw,low,N/A,xmldom: Uncontrolled recursion in XML serialization leads to DoS,N/A,0
n8n-mcp,n8n-mcp-grype.json,@xmldom/xmldom,0.8.11,GHSA-f6ww-3ggp-fr8h,low,N/A,xmldom has XML injection through unvalidated DocumentType serialization,N/A,0
n8n-mcp,n8n-mcp-grype.json,@xmldom/xmldom,0.8.11,GHSA-j759-j44w-7fr8,low,N/A,xmldom has XML node injection through unvalidated comment serialization,N/A,0
n8n-mcp,n8n-mcp-grype.json,@xmldom/xmldom,0.8.11,GHSA-x6wf-f3px-wcqx,low,N/A,xmldom has XML node injection through unvalidated processing instruction serialization,N/A,0
n8n-mcp,n8n-mcp-grype.json,actions/download-artifact,v4,GHSA-cxww-7g56-2vh6,low,N/A,@actions/download-artifact has an Arbitrary File Write via artifact extraction,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,4.4.1,GHSA-gh4j-gqv2-49f6,low,N/A,fast-xml-parser XMLBuilder: XML Comment and CDATA Injection via Unescaped Delimiters,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.2.5,GHSA-gh4j-gqv2-49f6,low,N/A,fast-xml-parser XMLBuilder: XML Comment and CDATA Injection via Unescaped Delimiters,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.3.2,GHSA-gh4j-gqv2-49f6,low,N/A,fast-xml-parser XMLBuilder: XML Comment and CDATA Injection via Unescaped Delimiters,N/A,0
n8n-mcp,n8n-mcp-grype.json,fast-xml-parser,5.3.6,GHSA-gh4j-gqv2-49f6,low,N/A,fast-xml-parser XMLBuilder: XML Comment and CDATA Injection via Unescaped Delimiters,N/A,0
n8n-mcp,n8n-mcp-grype.json,follow-redirects,1.15.11,GHSA-r4q5-vmmm-2653,low,N/A,follow-redirects leaks Custom Authentication Headers to Cross-Domain Redirect Targets,N/A,0
n8n-mcp,n8n-mcp-grype.json,handlebars,4.7.8,GHSA-7rx3-28cr-v5wh,low,N/A,Handlebars.js has a Prototype Method Access Control Gap via Missing __lookupSetter__ Blocklist Entry,N/A,0
n8n-mcp,n8n-mcp-grype.json,hono,4.12.9,GHSA-26pp-8wgv-hjvm,low,N/A,Hono missing validation of cookie name on write path in setCookie(),N/A,0
n8n-mcp,n8n-mcp-grype.json,hono,4.12.9,GHSA-458j-xx4x-4375,low,N/A,hono Improperly Handles JSX Attribute Names Allows HTML Injection in hono/jsx SSR,N/A,0
n8n-mcp,n8n-mcp-grype.json,nodemailer,7.0.11,GHSA-vvjj-xcjg-gr5g,low,N/A,Nodemailer Vulnerable to SMTP Command Injection via CRLF in Transport name Option (EHLO/HELO),N/A,0
n8n-mcp,n8n-mcp-grype.json,nodemailer,7.0.13,GHSA-vvjj-xcjg-gr5g,low,N/A,Nodemailer Vulnerable to SMTP Command Injection via CRLF in Transport name Option (EHLO/HELO),N/A,0
n8n-mcp,n8n-mcp-grype.json,uuid,10.0.0,GHSA-w5hq-g745-h8pq,low,N/A,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,N/A,0
n8n-mcp,n8n-mcp-grype.json,uuid,11.1.0,GHSA-w5hq-g745-h8pq,low,N/A,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,N/A,0
n8n-mcp,n8n-mcp-grype.json,uuid,13.0.0,GHSA-w5hq-g745-h8pq,low,N/A,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,N/A,0
n8n-mcp,n8n-mcp-grype.json,uuid,8.3.2,GHSA-w5hq-g745-h8pq,low,N/A,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,N/A,0
n8n-mcp,n8n-mcp-grype.json,uuid,9.0.1,GHSA-w5hq-g745-h8pq,low,N/A,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,N/A,0
n8n-mcp,n8n-mcp-grype.json,handlebars,4.7.8,GHSA-442j-39wm-28r2,low,N/A,Handlebars.js has a Property Access Validation Bypass in container.lookup,N/A,0
n8n-mcp,n8n-mcp-grype.json,nodemailer,7.0.11,GHSA-c7w3-x93f-qmm8,low,N/A,Nodemailer has SMTP command injection due to unsanitized `envelope.size` parameter,N/A,0
n8n-mcp,n8n-mcp-grype.json,nodemailer,7.0.13,GHSA-c7w3-x93f-qmm8,low,N/A,Nodemailer has SMTP command injection due to unsanitized `envelope.size` parameter,N/A,0
opencode,opencode-grype.json,quinn-proto,0.11.13,GHSA-6xvm-j4wr-6v98,low,N/A,Quinn affected by unauthenticated remote DoS via panic in QUIC transport parameter parsing,N/A,0
opencode,opencode-grype.json,bytes,1.11.0,GHSA-434x-w66g-qw3r,low,N/A,bytes has integer overflow in BytesMut::reserve,N/A,0
opencode,opencode-grype.json,tar,0.4.44,GHSA-gchp-q4r4-x4ff,low,N/A,tar-rs incorrectly ignores PAX size headers if header size is nonzero,N/A,0
opencode,opencode-grype.json,time,0.3.44,GHSA-r6v5-fh4h-64xc,low,N/A,time vulnerable to stack exhaustion Denial of Service attack,N/A,0
opencode,opencode-grype.json,tar,0.4.44,GHSA-j4xf-2g29-59ph,low,N/A,tar-rs `unpack_in` can chmod arbitrary directories by following symlinks,N/A,0
opencode,opencode-grype.json,actions/download-artifact,v4,GHSA-cxww-7g56-2vh6,low,N/A,@actions/download-artifact has an Arbitrary File Write via artifact extraction,N/A,0
opencode,opencode-grype.json,actions/download-artifact,v4,GHSA-cxww-7g56-2vh6,low,N/A,@actions/download-artifact has an Arbitrary File Write via artifact extraction,N/A,0
opencode,opencode-grype.json,rustls-webpki,0.103.8,GHSA-82j2-j2ch-gfr8,low,N/A,rustls-webpki: Denial of service via panic on malformed CRL BIT STRING,N/A,0
opencode,opencode-grype.json,glib,0.18.5,GHSA-wrw7-89jp-8q8g,low,N/A,Unsoundness in `Iterator` and `DoubleEndedIterator` impls for `glib::VariantStrIter`,N/A,0
opencode,opencode-grype.json,rustls-webpki,0.103.8,GHSA-pwjx-qhcg-rvj4,low,N/A,webpki: CRLs not considered authoritative by Distribution Point due to faulty matching logic,N/A,0
opencode,opencode-grype.json,rand,0.7.3,GHSA-cq8v-f236-94qc,low,N/A,Rand is unsound with a custom logger using rand::rng(),N/A,0
opencode,opencode-grype.json,rand,0.8.5,GHSA-cq8v-f236-94qc,low,N/A,Rand is unsound with a custom logger using rand::rng(),N/A,0
opencode,opencode-grype.json,rand,0.9.2,GHSA-cq8v-f236-94qc,low,N/A,Rand is unsound with a custom logger using rand::rng(),N/A,0
opencode,opencode-grype.json,rustls-webpki,0.103.8,GHSA-965h-392x-2mh5,low,N/A,webpki: Name constraints for URI names were incorrectly accepted,N/A,0
opencode,opencode-grype.json,rustls-webpki,0.103.8,GHSA-xgp8-3hg3-c2mh,low,N/A,webpki: Name constraints were accepted for certificates asserting a wildcard name,N/A,0
presenton,presenton-grype.json,mako,1.3.11,GHSA-2h4p-vjrc-8xpq,low,N/A,Mako vulnerable to path traversal via backslash URI on Windows in TemplateLookup,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-3w6x-2g7m-8v23,low,N/A,Axios: Invisible JSON Response Tampering via Prototype Pollution Gadget in `parseReviver`,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-w9j2-pvgh-6h63,low,N/A,Axios: Authentication Bypass via Prototype Pollution Gadget in `validateStatus` Merge Strategy,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-q8qp-cvcw-x6jj,low,N/A,Axios has prototype pollution read-side gadgets in HTTP adapter that allow credential injection and request hijacking,N/A,0
presenton,presenton-grype.json,python-multipart,0.0.26,GHSA-pp6c-gr5w-3c5g,low,N/A,python-multipart has Denial of Service via unbounded multipart part headers,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-pmwg-cvhr-8vh7,low,N/A,Axios: Incomplete Fix for CVE-2025-62718 — NO_PROXY Protection Bypassed via RFC 1122 Loopback Subnet (127.0.0.0/8) in Axios 1.15.0,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-445q-vr5w-6q77,low,N/A,Axios: CRLF Injection in multipart/form-data body via unsanitized blob.type in formDataToStream,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-62hf-57xw-28j9,low,N/A,Axios: unbounded recursion in toFormData causes DoS via deeply nested request data,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-3p68-rc4w-qgx5,low,N/A,Axios has a NO_PROXY Hostname Normalization Bypass that Leads to SSRF,N/A,0
presenton,presenton-grype.json,lodash,4.17.21,GHSA-r5fr-rjxr-66jc,low,N/A,lodash vulnerable to Code Injection via `_.template` imports key names,N/A,0
presenton,presenton-grype.json,lodash-es,4.17.21,GHSA-r5fr-rjxr-66jc,low,N/A,lodash vulnerable to Code Injection via `_.template` imports key names,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-5c9x-8gcm-mpgx,low,N/A,Axios' HTTP adapter-streamed uploads bypass maxBodyLength when maxRedirects: 0,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-vf2m-468p-8v99,low,N/A,Axios: HTTP adapter streamed responses bypass maxContentLength,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-m7pr-hjqh-92cm,low,N/A,Axios: no_proxy bypass via IP alias allows SSRF,N/A,0
presenton,presenton-grype.json,dompurify,3.2.6,GHSA-crv5-9vww-q3g8,low,N/A,DOMPurify has a SAFE_FOR_TEMPLATES bypass in RETURN_DOM mode,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-fvcv-3m26-pcqx,low,N/A,Axios has Unrestricted Cloud Metadata Exfiltration via Header Injection Chain,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-pf86-5x62-jrwf,low,N/A,"Axios: Prototype Pollution Gadgets - Response Tampering, Data Exfiltration, and Request Hijacking",N/A,0
presenton,presenton-grype.json,picomatch,2.3.1,GHSA-3v7f-55p6-f55p,low,N/A,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,N/A,0
presenton,presenton-grype.json,minimatch,10.1.1,GHSA-7r86-cg39-jmmj,low,N/A,minimatch has ReDoS: matchOne() combinatorial backtracking via multiple non-adjacent GLOBSTAR segments,N/A,0
