repo,source_file,package_name,current_version,vulnerability_id,severity,fix_version,message,cwe,cvss_score
presenton,presenton-grype.json,minimatch,3.1.2,GHSA-7r86-cg39-jmmj,low,N/A,minimatch has ReDoS: matchOne() combinatorial backtracking via multiple non-adjacent GLOBSTAR segments,N/A,0
presenton,presenton-grype.json,minimatch,9.0.5,GHSA-7r86-cg39-jmmj,low,N/A,minimatch has ReDoS: matchOne() combinatorial backtracking via multiple non-adjacent GLOBSTAR segments,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-6chq-wfr3-2hj9,low,N/A,Axios: Header Injection via Prototype Pollution,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-xx6v-rp6x-q39c,low,N/A,Axios: XSRF Token Cross-Origin Leakage via Prototype Pollution Gadget in `withXSRFToken` Boolean Coercion,N/A,0
presenton,presenton-grype.json,lodash,4.17.21,GHSA-xxjr-mmjv-4gpg,low,N/A,Lodash has Prototype Pollution Vulnerability in `_.unset` and `_.omit` functions,N/A,0
presenton,presenton-grype.json,lodash-es,4.17.21,GHSA-xxjr-mmjv-4gpg,low,N/A,Lodash has Prototype Pollution Vulnerability in `_.unset` and `_.omit` functions,N/A,0
presenton,presenton-grype.json,dompurify,3.2.6,GHSA-v9jr-rg53-9pgp,low,N/A,DOMPurify: Prototype Pollution to XSS Bypass via CUSTOM_ELEMENT_HANDLING Fallback,N/A,0
presenton,presenton-grype.json,minimatch,10.1.1,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
presenton,presenton-grype.json,minimatch,3.1.2,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
presenton,presenton-grype.json,minimatch,9.0.5,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
presenton,presenton-grype.json,dompurify,3.2.6,GHSA-v8jm-5vwx-cfxm,low,N/A,DOMPurify contains a Cross-site Scripting vulnerability,N/A,0
presenton,presenton-grype.json,minimatch,10.1.1,GHSA-23c5-xmqv-rm74,low,N/A,minimatch ReDoS: nested *() extglobs generate catastrophically backtracking regular expressions,N/A,0
presenton,presenton-grype.json,minimatch,3.1.2,GHSA-23c5-xmqv-rm74,low,N/A,minimatch ReDoS: nested *() extglobs generate catastrophically backtracking regular expressions,N/A,0
presenton,presenton-grype.json,minimatch,9.0.5,GHSA-23c5-xmqv-rm74,low,N/A,minimatch ReDoS: nested *() extglobs generate catastrophically backtracking regular expressions,N/A,0
presenton,presenton-grype.json,axios,1.14.0,GHSA-xhjh-pmcv-23jw,low,N/A,Axios: Null Byte Injection via Reverse-Encoding in AxiosURLSearchParams,N/A,0
presenton,presenton-grype.json,glob,10.4.5,GHSA-5j98-mcp5-4vw2,low,N/A,glob CLI: Command injection via -c/--cmd executes matches with shell:true,N/A,0
presenton,presenton-grype.json,@isaacs/brace-expansion,5.0.0,GHSA-7h2j-956f-4vf2,low,N/A,@isaacs/brace-expansion has Uncontrolled Resource Consumption,N/A,0
presenton,presenton-grype.json,urllib3,2.6.3,GHSA-mf9v-mfxr-j63j,low,N/A,urllib3: Decompression-bomb safeguards bypassed in parts of the streaming API,N/A,0
presenton,presenton-grype.json,lodash,4.17.21,GHSA-f23m-r3pf-42rh,low,N/A,lodash vulnerable to Prototype Pollution via array path bypass in `_.unset` and `_.omit`,N/A,0
presenton,presenton-grype.json,lodash-es,4.17.21,GHSA-f23m-r3pf-42rh,low,N/A,lodash vulnerable to Prototype Pollution via array path bypass in `_.unset` and `_.omit`,N/A,0
presenton,presenton-grype.json,picomatch,2.3.1,GHSA-c2c7-rcm5-vvqj,low,N/A,Picomatch has a ReDoS vulnerability via extglob quantifiers,N/A,0
presenton,presenton-grype.json,mermaid,11.9.0,GHSA-7rqq-prvp-x9jh,low,N/A,Mermaid improperly sanitizes sequence diagram labels leading to XSS,N/A,0
presenton,presenton-grype.json,brace-expansion,1.1.12,GHSA-f886-m6hf-6m8v,low,N/A,brace-expansion: Zero-step sequence causes process hang and memory exhaustion,N/A,0
presenton,presenton-grype.json,brace-expansion,2.0.2,GHSA-f886-m6hf-6m8v,low,N/A,brace-expansion: Zero-step sequence causes process hang and memory exhaustion,N/A,0
presenton,presenton-grype.json,markdown-it,14.1.0,GHSA-38c4-r59v-3vqw,low,N/A,markdown-it is has a Regular Expression Denial of Service (ReDoS),N/A,0
presenton,presenton-grype.json,yaml,2.8.1,GHSA-48c2-rrv3-qjmp,low,N/A,yaml is vulnerable to Stack Overflow via deeply nested YAML collections,N/A,0
presenton,presenton-grype.json,urllib3,2.6.3,GHSA-qccp-gfcp-xxvc,low,N/A,urllib3: Sensitive headers forwarded across origins in proxied low-level redirects,N/A,0
presenton,presenton-grype.json,uuid,11.1.0,GHSA-w5hq-g745-h8pq,low,N/A,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,N/A,0
presenton,presenton-grype.json,uuid,13.0.0,GHSA-w5hq-g745-h8pq,low,N/A,uuid: Missing buffer bounds check in v3/v5/v6 when buf is provided,N/A,0
presenton,presenton-grype.json,mermaid,11.9.0,GHSA-8gwm-58g9-j8pw,low,N/A,Mermaid does not properly sanitize architecture diagram iconText leading to XSS,N/A,0
presenton,presenton-grype.json,dompurify,3.2.6,GHSA-v2wj-7wpq-c8vv,low,N/A,DOMPurify contains a Cross-site Scripting vulnerability,N/A,0
presenton,presenton-grype.json,dompurify,3.2.6,GHSA-h7mw-gpvr-xq4m,low,N/A,DOMPurify: FORBID_TAGS bypassed by function-based ADD_TAGS predicate (asymmetry with FORBID_ATTR fix),N/A,0
presenton,presenton-grype.json,postcss,8.4.31,GHSA-qx2v-qp2m-jg93,low,N/A,PostCSS has XSS via Unescaped </style> in its CSS Stringify Output,N/A,0
presenton,presenton-grype.json,postcss,8.5.6,GHSA-qx2v-qp2m-jg93,low,N/A,PostCSS has XSS via Unescaped </style> in its CSS Stringify Output,N/A,0
presenton,presenton-grype.json,postcss,8.5.6,GHSA-qx2v-qp2m-jg93,low,N/A,PostCSS has XSS via Unescaped </style> in its CSS Stringify Output,N/A,0
presenton,presenton-grype.json,authlib,1.7.0,GHSA-r95x-qfjj-fjj2,low,N/A,Authlib OIDC Implicit/Hybrid Authorization Vulnerable to Open Redirect,N/A,0
presenton,presenton-grype.json,dompurify,3.2.6,GHSA-39q2-94rc-95cp,low,N/A,DOMPurify's ADD_TAGS function form bypasses FORBID_TAGS due to short-circuit evaluation,N/A,0
presenton,presenton-grype.json,dompurify,3.2.6,GHSA-cj63-jhhr-wcxv,low,N/A,DOMPurify USE_PROFILES prototype pollution allows event handlers,N/A,0
presenton,presenton-grype.json,dompurify,3.2.6,GHSA-cjmm-f4jc-qw8r,low,N/A,DOMPurify ADD_ATTR predicate skips URI validation,N/A,0
presenton,presenton-grype.json,dompurify,3.2.6,GHSA-h8r8-wccr-v5f2,low,N/A,DOMPurify is vulnerable to mutation-XSS via Re-Contextualization,N/A,0
presenton,presenton-grype.json,follow-redirects,1.15.11,GHSA-r4q5-vmmm-2653,low,N/A,follow-redirects leaks Custom Authentication Headers to Cross-Domain Redirect Targets,N/A,0
presenton,presenton-grype.json,idna,3.12,GHSA-65pc-fj4g-8rjx,low,N/A,Internationalized Domain Names in Applications (IDNA): Specially crafted inputs to idna.encode() can bypass CVE-2024-3651 fix,N/A,0
presenton,presenton-grype.json,mermaid,11.9.0,GHSA-6m6c-36f7-fhxh,low,N/A,Mermaid Gantt Charts are vulnerable to an Infinite Loop DoS,N/A,0
presenton,presenton-grype.json,mermaid,11.9.0,GHSA-87f9-hvmw-gh4p,low,N/A,Mermaid: Improper sanitization of configuration leads to CSS injection,N/A,0
presenton,presenton-grype.json,mermaid,11.9.0,GHSA-ghcm-xqfw-q4vr,low,N/A,Mermaid: Improper sanitization of `classDef` in state diagrams leads to HTML injection,N/A,0
presenton,presenton-grype.json,mermaid,11.9.0,GHSA-xcj9-5m2h-648r,low,N/A,Mermaid: Improper sanitization of `classDefs` in diagrams leads to CSS injection,N/A,0
ruflo,ruflo-grype.json,litellm,1.54.0,GHSA-53mr-6c8q-9789,low,N/A,LiteLLM: Privilege escalation via unrestricted proxy configuration endpoint,N/A,0
ruflo,ruflo-grype.json,litellm,1.54.0,GHSA-53mr-6c8q-9789,low,N/A,LiteLLM: Privilege escalation via unrestricted proxy configuration endpoint,N/A,0
ruflo,ruflo-grype.json,vite,6.3.5,GHSA-p9ff-h696-f583,low,N/A,Vite Vulnerable to Arbitrary File Read via Vite Dev Server WebSocket,N/A,0
ruflo,ruflo-grype.json,python-multipart,0.0.20,GHSA-wp53-j4wj-2cfg,low,N/A,Python-Multipart has Arbitrary File Write via Non-Default Configuration,N/A,0
ruflo,ruflo-grype.json,vite,5.4.21,GHSA-4w7w-66w2-5vf9,low,N/A,Vite Vulnerable to Path Traversal in Optimized Deps `.map` Handling,N/A,0
ruflo,ruflo-grype.json,vite,6.3.5,GHSA-4w7w-66w2-5vf9,low,N/A,Vite Vulnerable to Path Traversal in Optimized Deps `.map` Handling,N/A,0
ruflo,ruflo-grype.json,vite,6.3.5,GHSA-93m4-6634-74q7,low,N/A,vite allows server.fs.deny bypass via backslash on Windows,N/A,0
ruflo,ruflo-grype.json,python-jose,3.3.0,GHSA-6c5p-j8vq-pqhj,low,N/A,python-jose algorithm confusion with OpenSSH ECDSA keys,N/A,0
ruflo,ruflo-grype.json,flask-cors,4.0.0,GHSA-hxwh-jpp2-84pm,low,N/A,Flask-CORS allows the `Access-Control-Allow-Private-Network` CORS header to be set to true by default,N/A,0
ruflo,ruflo-grype.json,litellm,1.54.0,GHSA-fh2c-86xm-pm2x,low,N/A,LiteLLM Vulnerable to Denial of Service (DoS) via Crafted HTTP Request,N/A,0
ruflo,ruflo-grype.json,litellm,1.54.0,GHSA-fh2c-86xm-pm2x,low,N/A,LiteLLM Vulnerable to Denial of Service (DoS) via Crafted HTTP Request,N/A,0
ruflo,ruflo-grype.json,form-data,4.0.3,GHSA-fjxv-7rqg-78g4,low,N/A,form-data uses unsafe random function in form-data for choosing boundary,N/A,0
ruflo,ruflo-grype.json,vite,6.3.5,GHSA-g4jq-h2w9-997c,low,N/A,Vite middleware may serve files starting with the same name with the public directory,N/A,0
ruflo,ruflo-grype.json,rollup,4.41.1,GHSA-mw96-cpmx-2vgc,low,N/A,Rollup 4 has Arbitrary File Write via Path Traversal,N/A,0
ruflo,ruflo-grype.json,flask-cors,4.0.0,GHSA-7rxf-gvfg-47g4,low,N/A,Flask-CORS improper regex path matching vulnerability,N/A,0
ruflo,ruflo-grype.json,cryptography,44.0.0,GHSA-79v4-65xg-pq4g,low,N/A,Vulnerable OpenSSL included in cryptography wheels,N/A,0
ruflo,ruflo-grype.json,litellm,1.54.0,GHSA-fjcf-3j3r-78rp,low,N/A,LiteLLM Has an Improper Authorization Vulnerability,N/A,0
ruflo,ruflo-grype.json,litellm,1.54.0,GHSA-fjcf-3j3r-78rp,low,N/A,LiteLLM Has an Improper Authorization Vulnerability,N/A,0
ruflo,ruflo-grype.json,handlebars,4.7.8,GHSA-2w6w-674q-4c4q,low,N/A,Handlebars.js has JavaScript Injection via AST Type Confusion,N/A,0
ruflo,ruflo-grype.json,undici,7.16.0,GHSA-v9p9-hfj2-hcw8,low,N/A,Undici has Unhandled Exception in WebSocket Client Due to Invalid server_max_window_bits Validation,N/A,0
ruflo,ruflo-grype.json,undici,7.18.2,GHSA-v9p9-hfj2-hcw8,low,N/A,Undici has Unhandled Exception in WebSocket Client Due to Invalid server_max_window_bits Validation,N/A,0
ruflo,ruflo-grype.json,undici,7.22.0,GHSA-v9p9-hfj2-hcw8,low,N/A,Undici has Unhandled Exception in WebSocket Client Due to Invalid server_max_window_bits Validation,N/A,0
ruflo,ruflo-grype.json,basic-ftp,5.0.5,GHSA-5rq4-664w-9x2c,low,N/A,Basic FTP has Path Traversal Vulnerability in its downloadToDir() method,N/A,0
ruflo,ruflo-grype.json,@anthropic-ai/claude-code,2.0.1,GHSA-vp62-r36r-9xqp,low,N/A,Claude Code: Sandbox Escape via Symlink Following Allows Arbitrary File Write Outside Workspace,N/A,0
ruflo,ruflo-grype.json,@anthropic-ai/claude-code,2.0.1,GHSA-mhg7-666j-cqg4,low,N/A,Claude Code Vulnerable to Command Injection via Piped sed Command Bypasses File Write Restrictions,N/A,0
ruflo,ruflo-grype.json,@anthropic-ai/claude-code,2.0.1,GHSA-66q4-vfjg-2qhh,low,N/A,Claude Code Vulnerable to Command Injection via Directory Change Bypasses Write Protection,N/A,0
ruflo,ruflo-grype.json,undici,7.16.0,GHSA-f269-vfmq-vjvj,low,N/A,Undici: Malicious WebSocket 64-bit length overflows parser and crashes the client,N/A,0
ruflo,ruflo-grype.json,undici,7.18.2,GHSA-f269-vfmq-vjvj,low,N/A,Undici: Malicious WebSocket 64-bit length overflows parser and crashes the client,N/A,0
ruflo,ruflo-grype.json,undici,7.22.0,GHSA-f269-vfmq-vjvj,low,N/A,Undici: Malicious WebSocket 64-bit length overflows parser and crashes the client,N/A,0
ruflo,ruflo-grype.json,python-jose,3.3.0,GHSA-cjwg-qfpm-7377,low,N/A,python-jose denial of service via compressed JWE content,N/A,0
ruflo,ruflo-grype.json,@anthropic-ai/claude-code,2.0.1,GHSA-mmgp-wc2j-qcv7,low,N/A,Claude Code has a Workspace Trust Dialog Bypass via Repo-Controlled Settings File,N/A,0
ruflo,ruflo-grype.json,flask-cors,4.0.0,GHSA-84pr-m4jr-85g5,low,N/A,flask-cors vulnerable to log injection when the log level is set to debug,N/A,0
ruflo,ruflo-grype.json,litellm,1.54.0,GHSA-jjhc-v7c2-5hh6,low,N/A,LiteLLM: Authentication bypass via OIDC userinfo cache key collision,N/A,0
ruflo,ruflo-grype.json,litellm,1.54.0,GHSA-jjhc-v7c2-5hh6,low,N/A,LiteLLM: Authentication bypass via OIDC userinfo cache key collision,N/A,0
ruflo,ruflo-grype.json,devalue,5.6.3,GHSA-cfw5-2vxh-hr84,low,N/A,devalue has prototype pollution in devalue.parse and devalue.unflatten,N/A,0
ruflo,ruflo-grype.json,@sveltejs/kit,2.52.2,GHSA-2crg-3p73-43xp,low,N/A,@sveltejs/adapter-node has a BODY_SIZE_LIMIT bypass,N/A,0
ruflo,ruflo-grype.json,cookie,0.6.0,GHSA-pxg6-pf52-xh8x,low,N/A,"cookie accepts cookie name, path, and domain with out of bounds characters",N/A,0
ruflo,ruflo-grype.json,@anthropic-ai/claude-code,2.0.1,GHSA-7mv8-j34q-vp7q,low,N/A,@anthropic-ai/claude-code has Sed Command Validation Bypass that Allows Arbitrary File Writes,N/A,0
ruflo,ruflo-grype.json,protobufjs,6.11.4,GHSA-xq3m-2v4x-88gg,low,N/A,Arbitrary code execution in protobufjs,N/A,0
ruflo,ruflo-grype.json,protobufjs,6.11.4,GHSA-xq3m-2v4x-88gg,low,N/A,Arbitrary code execution in protobufjs,N/A,0
ruflo,ruflo-grype.json,protobufjs,6.11.6,GHSA-xq3m-2v4x-88gg,low,N/A,Arbitrary code execution in protobufjs,N/A,0
ruflo,ruflo-grype.json,protobufjs,7.5.4,GHSA-xq3m-2v4x-88gg,low,N/A,Arbitrary code execution in protobufjs,N/A,0
ruflo,ruflo-grype.json,flask-cors,4.0.0,GHSA-8vgw-p6qm-5gr7,low,N/A,Flask-CORS allows for inconsistent CORS matching,N/A,0
ruflo,ruflo-grype.json,validator,13.15.15,GHSA-vghf-hv5q-vc2g,low,N/A,Validator is Vulnerable to Incomplete Filtering of One or More Instances of Special Elements,N/A,0
ruflo,ruflo-grype.json,flatted,3.3.3,GHSA-rf6f-7fwh-wjgh,low,N/A,Prototype Pollution via parse() in NodeJS flatted,N/A,0
ruflo,ruflo-grype.json,path-to-regexp,8.2.0,GHSA-j3q9-mxjg-w52f,low,N/A,path-to-regexp vulnerable to Denial of Service via sequential optional groups,N/A,0
ruflo,ruflo-grype.json,path-to-regexp,8.2.0,GHSA-j3q9-mxjg-w52f,low,N/A,path-to-regexp vulnerable to Denial of Service via sequential optional groups,N/A,0
ruflo,ruflo-grype.json,path-to-regexp,8.3.0,GHSA-j3q9-mxjg-w52f,low,N/A,path-to-regexp vulnerable to Denial of Service via sequential optional groups,N/A,0
ruflo,ruflo-grype.json,path-to-regexp,8.3.0,GHSA-j3q9-mxjg-w52f,low,N/A,path-to-regexp vulnerable to Denial of Service via sequential optional groups,N/A,0
ruflo,ruflo-grype.json,tmp,0.0.33,GHSA-52f5-9888-hmc6,low,N/A,tmp allows arbitrary temporary file / directory write via symbolic link `dir` parameter,N/A,0
ruflo,ruflo-grype.json,tmp,0.0.33,GHSA-52f5-9888-hmc6,low,N/A,tmp allows arbitrary temporary file / directory write via symbolic link `dir` parameter,N/A,0
ruflo,ruflo-grype.json,black,23.7.0,GHSA-fj7x-q9j7-g6q6,low,N/A,Black vulnerable to Regular Expression Denial of Service (ReDoS),N/A,0
ruflo,ruflo-grype.json,basic-ftp,5.0.5,GHSA-rp42-5vxx-qpwr,low,N/A,basic-ftp vulnerable to denial of service via unbounded memory consumption in Client.list(),N/A,0
ruflo,ruflo-grype.json,path-to-regexp,0.1.12,GHSA-37ch-88jc-xwx2,low,N/A,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple route parameters,N/A,0
ruflo,ruflo-grype.json,path-to-regexp,0.1.12,GHSA-37ch-88jc-xwx2,low,N/A,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple route parameters,N/A,0
ruflo,ruflo-grype.json,path-to-regexp,0.1.12,GHSA-37ch-88jc-xwx2,low,N/A,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple route parameters,N/A,0
ruflo,ruflo-grype.json,path-to-regexp,0.1.12,GHSA-37ch-88jc-xwx2,low,N/A,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple route parameters,N/A,0
ruflo,ruflo-grype.json,handlebars,4.7.8,GHSA-9cx6-37pm-9jff,low,N/A,Handlebars.js has Denial of Service via Malformed Decorator Syntax in Template Compilation,N/A,0
ruflo,ruflo-grype.json,@anthropic-ai/claude-code,2.0.1,GHSA-qgqw-h4xq-7w8w,low,N/A,Claude Code has a Command Injection in find Command Bypasses User Approval Prompt,N/A,0
ruflo,ruflo-grype.json,file-type,21.0.0,GHSA-j47w-4g3g-c36v,low,N/A,file-type: ZIP Decompression Bomb DoS via [Content_Types].xml entry,N/A,0
ruflo,ruflo-grype.json,file-type,21.0.0,GHSA-j47w-4g3g-c36v,low,N/A,file-type: ZIP Decompression Bomb DoS via [Content_Types].xml entry,N/A,0
ruflo,ruflo-grype.json,file-type,21.3.0,GHSA-j47w-4g3g-c36v,low,N/A,file-type: ZIP Decompression Bomb DoS via [Content_Types].xml entry,N/A,0
ruflo,ruflo-grype.json,axios,1.12.2,GHSA-43fc-jf86-j433,low,N/A,Axios is Vulnerable to Denial of Service via __proto__ Key in mergeConfig,N/A,0
ruflo,ruflo-grype.json,hono,4.12.0,GHSA-q5qw-h33p-qvwr,low,N/A,Hono vulnerable to arbitrary file access via serveStatic vulnerability,N/A,0
ruflo,ruflo-grype.json,hono,4.12.3,GHSA-q5qw-h33p-qvwr,low,N/A,Hono vulnerable to arbitrary file access via serveStatic vulnerability,N/A,0
ruflo,ruflo-grype.json,qs,6.13.0,GHSA-6rw7-vpxm-498p,low,N/A,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,N/A,0
ruflo,ruflo-grype.json,qs,6.13.0,GHSA-6rw7-vpxm-498p,low,N/A,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,N/A,0
ruflo,ruflo-grype.json,qs,6.14.0,GHSA-6rw7-vpxm-498p,low,N/A,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,N/A,0
ruflo,ruflo-grype.json,qs,6.14.0,GHSA-6rw7-vpxm-498p,low,N/A,qs's arrayLimit bypass in its bracket notation allows DoS via memory exhaustion,N/A,0
ruflo,ruflo-grype.json,flask-cors,4.0.0,GHSA-43qf-4rqw-9q2g,low,N/A,Flask-CORS vulnerable to Improper Handling of Case Sensitivity,N/A,0
ruflo,ruflo-grype.json,hono,4.12.0,GHSA-p6xx-57qc-3wxr,low,N/A,Hono Vulnerable to SSE Control Field Injection via CR/LF in writeSSE(),N/A,0
ruflo,ruflo-grype.json,hono,4.12.3,GHSA-p6xx-57qc-3wxr,low,N/A,Hono Vulnerable to SSE Control Field Injection via CR/LF in writeSSE(),N/A,0
ruflo,ruflo-grype.json,path-to-regexp,8.2.0,GHSA-27v5-c462-wpq7,low,N/A,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple wildcards,N/A,0
ruflo,ruflo-grype.json,path-to-regexp,8.2.0,GHSA-27v5-c462-wpq7,low,N/A,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple wildcards,N/A,0
ruflo,ruflo-grype.json,path-to-regexp,8.3.0,GHSA-27v5-c462-wpq7,low,N/A,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple wildcards,N/A,0
ruflo,ruflo-grype.json,path-to-regexp,8.3.0,GHSA-27v5-c462-wpq7,low,N/A,path-to-regexp vulnerable to Regular Expression Denial of Service via multiple wildcards,N/A,0
ruflo,ruflo-grype.json,@sveltejs/kit,2.52.2,GHSA-3f6h-2hrp-w5wx,low,N/A,@sveltejs/kit: Unvalidated redirect in handle hook causes Denial-of-Service,N/A,0
ruflo,ruflo-grype.json,picomatch,2.3.1,GHSA-3v7f-55p6-f55p,low,N/A,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,N/A,0
ruflo,ruflo-grype.json,picomatch,2.3.1,GHSA-3v7f-55p6-f55p,low,N/A,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,N/A,0
ruflo,ruflo-grype.json,picomatch,2.3.1,GHSA-3v7f-55p6-f55p,low,N/A,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,N/A,0
ruflo,ruflo-grype.json,picomatch,2.3.1,GHSA-3v7f-55p6-f55p,low,N/A,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,N/A,0
ruflo,ruflo-grype.json,picomatch,4.0.2,GHSA-3v7f-55p6-f55p,low,N/A,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,N/A,0
ruflo,ruflo-grype.json,validator,13.15.15,GHSA-9965-vmph-33xx,low,N/A,validator.js has a URL validation bypass vulnerability in its isURL function,N/A,0
ruflo,ruflo-grype.json,yaml,2.8.0,GHSA-48c2-rrv3-qjmp,low,N/A,yaml is vulnerable to Stack Overflow via deeply nested YAML collections,N/A,0
ruflo,ruflo-grype.json,yaml,2.8.1,GHSA-48c2-rrv3-qjmp,low,N/A,yaml is vulnerable to Stack Overflow via deeply nested YAML collections,N/A,0
ruflo,ruflo-grype.json,yaml,2.8.2,GHSA-48c2-rrv3-qjmp,low,N/A,yaml is vulnerable to Stack Overflow via deeply nested YAML collections,N/A,0
ruflo,ruflo-grype.json,handlebars,4.7.8,GHSA-3mfm-83xf-c92r,low,N/A,Handlebars.js has JavaScript Injection via AST Type Confusion by tampering @partial-block,N/A,0
ruflo,ruflo-grype.json,tar-fs,2.1.3,GHSA-vj76-c3g6-qr5v,low,N/A,tar-fs has a symlink validation bypass if destination directory is predictable with a specific tarball,N/A,0
ruflo,ruflo-grype.json,tar-fs,2.1.3,GHSA-vj76-c3g6-qr5v,low,N/A,tar-fs has a symlink validation bypass if destination directory is predictable with a specific tarball,N/A,0
ruflo,ruflo-grype.json,tar-fs,3.1.0,GHSA-vj76-c3g6-qr5v,low,N/A,tar-fs has a symlink validation bypass if destination directory is predictable with a specific tarball,N/A,0
ruflo,ruflo-grype.json,axios,1.12.2,GHSA-3p68-rc4w-qgx5,low,N/A,Axios has a NO_PROXY Hostname Normalization Bypass that Leads to SSRF,N/A,0
ruflo,ruflo-grype.json,axios,1.13.6,GHSA-3p68-rc4w-qgx5,low,N/A,Axios has a NO_PROXY Hostname Normalization Bypass that Leads to SSRF,N/A,0
ruflo,ruflo-grype.json,handlebars,4.7.8,GHSA-2qvq-rjwj-gvw9,low,N/A,Handlebars.js has Prototype Pollution Leading to XSS through Partial Template Injection,N/A,0
ruflo,ruflo-grype.json,minimatch,10.0.3,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
ruflo,ruflo-grype.json,minimatch,10.0.3,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
ruflo,ruflo-grype.json,minimatch,3.1.2,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
ruflo,ruflo-grype.json,minimatch,5.1.6,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
ruflo,ruflo-grype.json,minimatch,9.0.3,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
ruflo,ruflo-grype.json,minimatch,9.0.5,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
ruflo,ruflo-grype.json,minimatch,9.0.5,GHSA-3ppc-4f35-3m26,low,N/A,minimatch has a ReDoS via repeated wildcards with non-matching literal in pattern,N/A,0
ruflo,ruflo-grype.json,minimatch,10.0.3,GHSA-7r86-cg39-jmmj,low,N/A,minimatch has ReDoS: matchOne() combinatorial backtracking via multiple non-adjacent GLOBSTAR segments,N/A,0
